NEW_CODE,SITE,YEAR,totalArea,density,count
23,20,1983,200,0.04,8
23,20,1984,200,0.11,21
23,20,1985,200,0.05,9
23,20,1986,200,0.07,14
23,20,1987,200,0.08,16
23,20,1988,200,0.04,7
23,20,1989,200,0.03,5
23,20,1990,200,0.01,2
23,20,1991,200,0.01,2
23,20,1992,200,0,0
23,20,1993,200,0.01,2
23,20,1994,200,0.01,1
23,20,1995,200,0.03,5
23,20,1996,200,0.01,2
23,20,1997,200,0,0
23,20,1998,200,0.01,1
23,20,1999,200,0,0
23,20,2000,200,0.01,1
23,20,2001,200,0,0
23,20,2002,200,0,0
23,20,2003,200,0,0
23,20,2004,200,0,0
23,20,2005,200,0,0
23,20,2006,200,0,0
23,20,2007,200,0,0
23,20,2008,200,0,0
23,20,2010,200,0,0
23,20,2011,200,0,0
24,20,1980,200,,39
24,20,1981,200,,33
24,20,1982,200,,19
24,20,1983,200,,1
24,20,1984,200,,10
24,20,1985,200,,70
24,20,1986,200,,100
24,20,1987,200,,86
24,20,1988,200,,65
24,20,1989,200,,54
24,20,1990,200,,14
24,20,1991,200,,4
24,20,1992,200,,8
24,20,1993,200,,15
24,20,1994,200,,2
24,20,1995,200,,0
24,20,1996,200,,3
24,20,1997,200,,2
24,20,1998,200,,2
24,20,1999,200,,1
24,20,2000,200,,0
24,20,2001,200,,2
24,20,2002,200,,1
24,20,2003,200,,0
24,20,2004,200,,0
24,20,2005,200,,0
24,20,2006,200,,0
24,20,2007,200,,0
24,20,2008,200,,0
24,20,2010,200,,11
24,20,2011,200,,2
25,20,1981,1250,0.19,237
25,20,1982,1250,0.1,123
25,20,1983,1250,0.38,475
25,20,1984,1250,0.21,260
25,20,1985,1250,0.25,312
25,20,1986,1250,0.43,532
25,20,1987,1250,0.34,420
25,20,1988,1250,0.18,222
25,20,1989,1250,0.3,381
25,20,1990,1250,0.95,1191
25,20,1991,1250,1.21,1507
25,20,1992,1250,0.51,637
25,20,1993,1250,1.05,1309
25,20,1994,1250,0.74,927
25,20,1995,1250,1.15,1435
25,20,1996,1250,0.58,730
25,20,1997,1250,0.49,607
25,20,1998,1250,1.59,1985
25,20,2000,1250,0.03,33
25,20,2001,1250,0.76,952
25,20,2002,1250,0.04,50
25,20,2003,1250,0.41,516
25,20,2004,1250,0.41,511
25,20,2005,1250,0.34,419
25,20,2006,1250,0.31,384
25,20,2007,1250,0.02,21
25,20,2008,1250,0.07,88
25,20,2010,1250,0.27,335
25,20,2011,1250,0.15,187
26,20,1981,500,0.08,39
26,20,1982,500,0.06,28
26,20,1983,500,0.07,34
26,20,1984,500,0.11,54
26,20,1985,500,0.02,8
26,20,1986,500,0.01,3
26,20,1987,500,0.07,35
26,20,1988,500,0.19,93
26,20,1989,500,0.03,14
26,20,1990,500,0.07,35
26,20,1991,500,0.08,41
26,20,1992,500,0.01,7
26,20,1993,500,0.02,10
26,20,1994,500,0.02,12
26,20,1995,500,0,2
26,20,1996,500,0.01,5
26,20,1997,500,0.03,14
26,20,1998,500,0,2
26,20,2000,500,0.04,20
26,20,2001,500,0.19,95
26,20,2002,500,0.06,28
26,20,2003,500,0.05,26
26,20,2004,500,0,0
26,20,2005,500,0.04,22
26,20,2006,500,0,0
26,20,2007,500,0,0
26,20,2008,500,0.01,3
26,20,2010,500,0,2
26,20,2011,500,0.01,6
27,20,1981,1250,0.03,34
27,20,1982,1250,0.02,25
27,20,1983,1250,0.02,21
27,20,1984,1250,0.04,54
27,20,1985,1250,0.02,22
27,20,1986,1250,0.01,18
27,20,1987,1250,0.01,18
27,20,1988,1250,0.03,35
27,20,1989,1250,0.01,9
27,20,1990,1250,0.02,29
27,20,1991,1250,0.02,31
27,20,1992,1250,0.01,16
27,20,1993,1250,0.01,7
27,20,1994,1250,0.01,13
27,20,1995,1250,0,4
27,20,1996,1250,0.03,42
27,20,1997,1250,0.08,94
27,20,1998,1250,0.01,9
27,20,2000,1250,0,3
27,20,2001,1250,0.01,18
27,20,2002,1250,0,2
27,20,2003,1250,0.03,34
27,20,2004,1250,0.02,19
27,20,2005,1250,0.02,26
27,20,2006,1250,0.01,16
27,20,2007,1250,0.01,14
27,20,2008,1250,0.01,8
27,20,2010,1250,0.02,29
27,20,2011,1250,0.02,20
28,20,1981,1250,0.03,36
28,20,1982,1250,0.01,18
28,20,1983,1250,0.02,21
28,20,1984,1250,0.02,21
28,20,1985,1250,0.01,14
28,20,1986,1250,0.01,14
28,20,1987,1250,0.01,16
28,20,1988,1250,0.02,23
28,20,1989,1250,0.01,11
28,20,1990,1250,0.01,17
28,20,1991,1250,0.01,13
28,20,1992,1250,0,2
28,20,1993,1250,0.01,9
28,20,1994,1250,0.01,13
28,20,1995,1250,0.01,13
28,20,1996,1250,0,6
28,20,1997,1250,0,0
28,20,1998,1250,0,6
28,20,2000,1250,0,0
28,20,2001,1250,0.01,17
28,20,2002,1250,0.01,11
28,20,2003,1250,0.01,8
28,20,2004,1250,0,0
28,20,2005,1250,0.01,13
28,20,2006,1250,0,4
28,20,2007,1250,0,0
28,20,2008,1250,0,1
28,20,2010,1250,0.02,25
28,20,2011,1250,0.02,26
29,20,1981,1250,0.04,45
29,20,1982,1250,0.02,30
29,20,1983,1250,0.02,31
29,20,1984,1250,0.02,25
29,20,1985,1250,0.01,17
29,20,1986,1250,0.01,15
29,20,1987,1250,0.02,24
29,20,1988,1250,0.04,53
29,20,1989,1250,0.07,87
29,20,1990,1250,0.02,27
29,20,1991,1250,0.01,17
29,20,1992,1250,0.03,33
29,20,1993,1250,0.04,50
29,20,1994,1250,0.01,12
29,20,1995,1250,0.02,31
29,20,1996,1250,0.03,37
29,20,1997,1250,0.01,11
29,20,1998,1250,0.06,81
29,20,2000,1250,0,4
29,20,2001,1250,0.04,54
29,20,2002,1250,0.01,13
29,20,2003,1250,0.02,27
29,20,2004,1250,0.02,22
29,20,2005,1250,0.06,69
29,20,2006,1250,0.04,45
29,20,2007,1250,0.03,36
29,20,2008,1250,0.04,46
29,20,2010,1250,0.03,32
29,20,2011,1250,0.01,14
30,20,1981,1250,0,0
30,20,1982,1250,0,0
30,20,1983,1250,0,0
30,20,1984,1250,0,1
30,20,1985,1250,0,2
30,20,1986,1250,0,0
30,20,1987,1250,0,0
30,20,1988,1250,0,0
30,20,1989,1250,0,0
30,20,1990,1250,0,0
30,20,1991,1250,0,0
30,20,1992,1250,0,0
30,20,1993,1250,0,0
30,20,1994,1250,0,0
30,20,1995,1250,0,0
30,20,1996,1250,0,0
30,20,1997,1250,0,0
30,20,1998,1250,0,0
30,20,2000,1250,0,0
30,20,2001,1250,0,0
30,20,2002,1250,0.01,11
30,20,2003,1250,0,0
30,20,2004,1250,0,0
30,20,2005,1250,0,0
30,20,2006,1250,0,0
30,20,2007,1250,0,0
30,20,2008,1250,0,0
30,20,2010,1250,0,0
30,20,2011,1250,0,0
31,20,1981,500,0,0
31,20,1982,500,0,0
31,20,1983,500,0,0
31,20,1984,500,0,0
31,20,1985,500,0.01,5
31,20,1986,500,0,1
31,20,1987,500,0,2
31,20,1988,500,0,0
31,20,1989,500,0.01,6
31,20,1990,500,0.02,12
31,20,1991,500,0.01,5
31,20,1992,500,0.01,4
31,20,1993,500,0.01,4
31,20,1994,500,0.01,5
31,20,1995,500,0.01,3
31,20,1996,500,0,0
31,20,1997,500,0.03,14
31,20,1998,500,0.02,12
31,20,2000,500,0.01,7
31,20,2001,500,0.01,5
31,20,2002,500,0.04,21
31,20,2003,500,0.02,9
31,20,2004,500,0.01,4
31,20,2005,500,0,1
31,20,2006,500,0.01,6
31,20,2007,500,0.03,17
31,20,2008,500,0,0
31,20,2010,500,0.01,3
31,20,2011,500,0.01,5
32,20,1981,500,0,0
32,20,1982,500,0,2
32,20,1983,500,0,0
32,20,1984,500,0.01,3
32,20,1985,500,0,0
32,20,1986,500,0,0
32,20,1987,500,0,0
32,20,1988,500,0,0
32,20,1989,500,0,0
32,20,1990,500,0,0
32,20,1991,500,0,0
32,20,1992,500,0,0
32,20,1993,500,0,0
32,20,1994,500,0,0
32,20,1995,500,0,0
32,20,1996,500,0,0
32,20,1997,500,0,0
32,20,1998,500,0,0
32,20,2000,500,0,0
32,20,2001,500,0,0
32,20,2002,500,0,0
32,20,2003,500,0,0
32,20,2004,500,0,0
32,20,2005,500,0,0
32,20,2006,500,0,0
32,20,2007,500,0,0
32,20,2008,500,0,0
32,20,2010,500,0,0
32,20,2011,500,0,0
33,20,1981,1250,0.9,1120
33,20,1982,1250,0.32,405
33,20,1983,1250,0.1,130
33,20,1984,1250,0.18,225
33,20,1985,1250,0.03,36
33,20,1986,1250,0.02,30
33,20,1987,1250,0.02,19
33,20,1988,1250,0.21,264
33,20,1989,1250,0.02,24
33,20,1990,1250,0.63,788
33,20,1991,1250,0.03,35
33,20,1992,1250,0.22,277
33,20,1993,1250,0.08,105
33,20,1994,1250,0.66,820
33,20,1995,1250,0.36,447
33,20,1996,1250,0.58,727
33,20,1997,1250,0.16,195
33,20,1998,1250,0.05,64
33,20,2000,1250,0.14,169
33,20,2001,1250,0.17,208
33,20,2002,1250,0.03,32
33,20,2003,1250,0.1,128
33,20,2004,1250,0.1,120
33,20,2005,1250,0.11,139
33,20,2006,1250,0.28,349
33,20,2007,1250,0.05,62
33,20,2008,1250,0.01,11
33,20,2010,1250,0.01,12
33,20,2011,1250,0.02,31
34,20,1981,1250,0,0
34,20,1982,1250,0,1
34,20,1983,1250,0.01,9
34,20,1984,1250,0.01,13
34,20,1985,1250,0.01,9
34,20,1986,1250,0,1
34,20,1987,1250,0.01,9
34,20,1988,1250,0,6
34,20,1989,1250,0.01,13
34,20,1990,1250,0.01,7
34,20,1991,1250,0,0
34,20,1992,1250,0,4
34,20,1993,1250,0,1
34,20,1994,1250,0,1
34,20,1995,1250,0,0
34,20,1996,1250,0,0
34,20,1997,1250,0,1
34,20,1998,1250,0,2
34,20,2000,1250,0,0
34,20,2001,1250,0,1
34,20,2002,1250,0.01,8
34,20,2003,1250,0.01,11
34,20,2004,1250,0,3
34,20,2005,1250,0.01,8
34,20,2006,1250,0,2
34,20,2007,1250,0,0
34,20,2008,1250,0,0
34,20,2010,1250,0,0
34,20,2011,1250,0,2
35,20,1981,1250,0.01,12
35,20,1982,1250,0.01,7
35,20,1983,1250,0,3
35,20,1984,1250,0.01,8
35,20,1985,1250,0.01,14
35,20,1986,1250,0.01,10
35,20,1987,1250,0,2
35,20,1988,1250,0,2
35,20,1989,1250,0,5
35,20,1990,1250,0.01,7
35,20,1991,1250,0,4
35,20,1992,1250,0,1
35,20,1993,1250,0,2
35,20,1994,1250,0,3
35,20,1995,1250,0,4
35,20,1996,1250,0,2
35,20,1997,1250,0,5
35,20,1998,1250,0.01,7
35,20,2000,1250,0,0
35,20,2001,1250,0,6
35,20,2002,1250,0,6
35,20,2003,1250,0.01,13
35,20,2004,1250,0,3
35,20,2005,1250,0,5
35,20,2006,1250,0,2
35,20,2007,1250,0.01,7
35,20,2008,1250,0,2
35,20,2010,1250,0,6
35,20,2011,1250,0,4
36,20,1981,500,0.04,20
36,20,1982,500,0.14,69
36,20,1983,500,0.07,36
36,20,1984,500,0.04,21
36,20,1985,500,0.11,54
36,20,1986,500,0.1,52
36,20,1987,500,0.08,40
36,20,1988,500,0.14,70
36,20,1989,500,0.07,35
36,20,1990,500,0.03,17
36,20,1991,500,0.18,89
36,20,1992,500,0.1,48
36,20,1993,500,0.07,33
36,20,1994,500,0.08,40
36,20,1995,500,0.07,33
36,20,1996,500,0.18,89
36,20,1997,500,0.03,17
36,20,1998,500,0,2
36,20,2000,500,0.01,6
36,20,2001,500,0.05,23
36,20,2002,500,0.07,36
36,20,2003,500,0.02,9
36,20,2004,500,0.02,10
36,20,2005,500,0.01,6
36,20,2006,500,0,0
36,20,2007,500,0.02,12
36,20,2008,500,0,0
36,20,2010,500,0,2
36,20,2011,500,0.04,21
37,20,1981,1250,0.03,32
37,20,1982,1250,0.01,11
37,20,1983,1250,0.01,7
37,20,1984,1250,0.01,17
37,20,1985,1250,0,5
37,20,1986,1250,0,4
37,20,1987,1250,0,2
37,20,1988,1250,0,6
37,20,1989,1250,0,3
37,20,1990,1250,0,1
37,20,1991,1250,0,6
37,20,1992,1250,0.01,14
37,20,1993,1250,0.01,15
37,20,1994,1250,0,6
37,20,1995,1250,0,3
37,20,1996,1250,0,5
37,20,1997,1250,0.02,22
37,20,1998,1250,0,2
37,20,2000,1250,0.07,88
37,20,2001,1250,0.08,96
37,20,2002,1250,0,2
37,20,2003,1250,0.06,71
37,20,2004,1250,0,1
37,20,2005,1250,0,4
37,20,2006,1250,0,2
37,20,2007,1250,0,1
37,20,2008,1250,0,0
37,20,2010,1250,0.02,30
37,20,2011,1250,0.05,64
38,20,1981,1250,0.09,111
38,20,1982,1250,0.02,26
38,20,1983,1250,0.07,92
38,20,1984,1250,0.15,182
38,20,1985,1250,0.01,12
38,20,1986,1250,0.01,18
38,20,1987,1250,0.01,18
38,20,1988,1250,0.03,32
38,20,1989,1250,0,0
38,20,1990,1250,0.06,76
38,20,1991,1250,0.01,16
38,20,1992,1250,0.02,25
38,20,1993,1250,0.01,16
38,20,1994,1250,0.01,18
38,20,1995,1250,0.01,7
38,20,1996,1250,0.06,78
38,20,1997,1250,0.02,24
38,20,1998,1250,0.01,13
38,20,2000,1250,0.02,21
38,20,2001,1250,0.05,61
38,20,2002,1250,0,0
38,20,2003,1250,0.03,34
38,20,2004,1250,0.02,25
38,20,2005,1250,0.03,42
38,20,2006,1250,0.02,21
38,20,2007,1250,0,5
38,20,2008,1250,0.01,13
38,20,2010,1250,0.02,24
38,20,2011,1250,0.03,43
39,20,1981,1250,0,6
39,20,1982,1250,0,5
39,20,1983,1250,0.02,29
39,20,1984,1250,0.05,61
39,20,1985,1250,0.04,53
39,20,1986,1250,0.03,43
39,20,1987,1250,0.07,86
39,20,1988,1250,0.05,64
39,20,1989,1250,0.06,74
39,20,1990,1250,0.03,36
39,20,1991,1250,0.04,47
39,20,1992,1250,0.03,32
39,20,1993,1250,0.02,31
39,20,1994,1250,0.06,74
39,20,1995,1250,0.05,67
39,20,1996,1250,0.04,52
39,20,1997,1250,0.04,55
39,20,1998,1250,0.02,25
39,20,2000,1250,0,6
39,20,2001,1250,0.04,49
39,20,2002,1250,0.01,15
39,20,2003,1250,0.06,71
39,20,2004,1250,0.02,30
39,20,2005,1250,0.04,47
39,20,2006,1250,0.03,32
39,20,2007,1250,0.01,9
39,20,2008,1250,0.01,14
39,20,2010,1250,0.03,34
39,20,2011,1250,0.04,46
1,21,1980,100,0.45,45
1,21,1981,100,0.73,73
1,21,1982,100,0.4,40
1,21,1983,100,0.63,63
1,21,1984,100,0.64,64
1,21,1985,100,0.23,23
1,21,1986,100,1.5,150
1,21,1987,100,0.59,59
1,21,1988,100,0.4,40
1,21,1989,100,1.23,123
1,21,1990,100,0.49,49
1,21,1991,100,1,100
1,21,1992,100,0.79,79
1,21,1993,100,0.4,40
1,21,1994,100,0.29,29
1,21,1995,100,1.26,126
1,21,1996,100,0.61,61
1,21,1997,100,0.18,18
1,21,1999,100,0.75,75
1,21,2000,100,0.47,47
1,21,2001,100,1.32,132
1,21,2002,100,0.68,68
1,21,2003,100,0.26,26
1,21,2004,100,1.32,132
1,21,2005,100,0.38,38
1,21,2006,100,2.01,201
1,21,2007,100,0.74,74
1,21,2008,100,0.81,81
1,21,2010,100,0.32,32
1,21,2011,100,0.45,45
2,21,1980,100,3.22,322
2,21,1981,100,2.04,204
2,21,1982,100,3.51,351
2,21,1983,100,2.93,293
2,21,1984,100,3.75,375
2,21,1985,100,4.08,408
2,21,1986,100,1.41,141
2,21,1987,100,4.57,457
2,21,1988,100,4.8,480
2,21,1989,100,4.03,403
2,21,1990,100,6.83,683
2,21,1991,100,3.8,380
2,21,1992,100,4.68,468
2,21,1993,100,6.16,616
2,21,1994,100,6.74,674
2,21,1995,100,8.33,833
2,21,1996,100,4.8,480
2,21,1997,100,6.07,607
2,21,1999,100,8.64,864
2,21,2000,100,9.2,920
2,21,2001,100,10.27,1027
2,21,2002,100,8.04,804
2,21,2003,100,3.76,376
2,21,2004,100,4.15,415
2,21,2005,100,2.6,260
2,21,2006,100,4.4,440
2,21,2007,100,5.19,519
2,21,2008,100,4.61,461
2,21,2010,100,11.96,1196
2,21,2011,100,12.81,1281
3,21,1980,100,1.08,108
3,21,1981,100,1.56,156
3,21,1982,100,1.35,135
3,21,1983,100,1.62,162
3,21,1984,100,0.96,96
3,21,1985,100,1.48,148
3,21,1986,100,0.77,77
3,21,1987,100,0.94,94
3,21,1988,100,1.62,162
3,21,1989,100,2.64,264
3,21,1990,100,1.6,160
3,21,1991,100,2.35,235
3,21,1992,100,1.38,138
3,21,1993,100,1.47,147
3,21,1994,100,2.12,212
3,21,1995,100,1.63,163
3,21,1996,100,1.75,175
3,21,1997,100,1.56,156
3,21,1999,100,2.69,269
3,21,2000,100,2.25,225
3,21,2001,100,2.58,258
3,21,2002,100,3.31,331
3,21,2003,100,2.7,270
3,21,2004,100,2.81,281
3,21,2005,100,3.65,365
3,21,2006,100,6.07,607
3,21,2007,100,4.19,419
3,21,2008,100,3.35,335
3,21,2010,100,2.51,251
3,21,2011,100,1.66,166
4,21,1980,100,0.56,56
4,21,1981,100,0.68,68
4,21,1982,100,0.49,49
4,21,1983,100,2.31,231
4,21,1984,100,0.05,5
4,21,1985,100,0,0
4,21,1986,100,0.17,17
4,21,1987,100,0.57,57
4,21,1988,100,0.26,26
4,21,1989,100,0.49,49
4,21,1990,100,0.38,38
4,21,1991,100,0.81,81
4,21,1992,100,0.77,77
4,21,1993,100,0.23,23
4,21,1994,100,0.09,9
4,21,1995,100,0.14,14
4,21,1996,100,0.1,10
4,21,1997,100,0.13,13
4,21,1999,100,0.12,12
4,21,2000,100,0.05,5
4,21,2001,100,0.06,6
4,21,2002,100,0.03,3
4,21,2003,100,0.09,9
4,21,2004,100,0.41,41
4,21,2005,100,0,0
4,21,2006,100,0,0
4,21,2007,100,0.03,3
4,21,2008,100,0.05,5
4,21,2010,100,0.05,5
4,21,2011,100,0.09,9
5,21,1980,100,0,0
5,21,1981,100,0,0
5,21,1982,100,0,0
5,21,1983,100,0,0
5,21,1984,100,0,0
5,21,1985,100,0,0
5,21,1986,100,0,0
5,21,1987,100,0,0
5,21,1988,100,0,0
5,21,1989,100,0,0
5,21,1990,100,0,0
5,21,1991,100,0,0
5,21,1992,100,0,0
5,21,1993,100,0.04,4
5,21,1994,100,0.01,1
5,21,1995,100,0,0
5,21,1996,100,0.02,2
5,21,1997,100,0.01,1
5,21,1999,100,0.03,3
5,21,2000,100,0.02,2
5,21,2001,100,0.06,6
5,21,2002,100,0.04,4
5,21,2003,100,0.08,8
5,21,2004,100,0.12,12
5,21,2005,100,0.12,12
5,21,2006,100,0.03,3
5,21,2007,100,0.03,3
5,21,2008,100,0.04,4
5,21,2010,100,0.06,6
5,21,2011,100,0.01,1
6,21,1980,100,0.15,15
6,21,1981,100,0.16,16
6,21,1982,100,0.12,12
6,21,1983,100,0.02,2
6,21,1984,100,0,0
6,21,1985,100,0.16,16
6,21,1986,100,0.13,13
6,21,1987,100,0.05,5
6,21,1988,100,0.09,9
6,21,1989,100,0.17,17
6,21,1990,100,0.16,16
6,21,1991,100,0.01,1
6,21,1992,100,0.01,1
6,21,1993,100,0,0
6,21,1994,100,0.05,5
6,21,1995,100,0.03,3
6,21,1996,100,0,0
6,21,1997,100,0,0
6,21,1999,100,0,0
6,21,2000,100,0,0
6,21,2001,100,0,0
6,21,2002,100,0,0
6,21,2003,100,0,0
6,21,2004,100,0,0
6,21,2005,100,0,0
6,21,2006,100,0,0
6,21,2007,100,0,0
6,21,2008,100,0,0
6,21,2010,100,0,0
6,21,2011,100,0,0
7,21,1980,100,0,0
7,21,1981,100,0,0
7,21,1982,100,0,0
7,21,1983,100,0.02,2
7,21,1984,100,0,0
7,21,1985,100,0,0
7,21,1986,100,0,0
7,21,1987,100,0,0
7,21,1988,100,0,0
7,21,1989,100,0.01,1
7,21,1990,100,0,0
7,21,1991,100,0.07,7
7,21,1992,100,0.05,5
7,21,1993,100,0.05,5
7,21,1994,100,0,0
7,21,1995,100,0,0
7,21,1996,100,0,0
7,21,1997,100,0,0
7,21,1999,100,0,0
7,21,2000,100,0,0
7,21,2001,100,0,0
7,21,2002,100,0,0
7,21,2003,100,0,0
7,21,2004,100,0,0
7,21,2005,100,0,0
7,21,2006,100,0,0
7,21,2007,100,0,0
7,21,2008,100,0,0
7,21,2010,100,0,0
7,21,2011,100,0,0
8,21,1980,100,0.02,2
8,21,1981,100,0.04,4
8,21,1982,100,0.06,6
8,21,1983,100,0.01,1
8,21,1984,100,0.03,3
8,21,1985,100,0.03,3
8,21,1986,100,0,0
8,21,1987,100,0.06,6
8,21,1988,100,0.06,6
8,21,1989,100,0.15,15
8,21,1990,100,0.21,21
8,21,1991,100,0.02,2
8,21,1992,100,0,0
8,21,1993,100,0.03,3
8,21,1994,100,0.02,2
8,21,1995,100,0.05,5
8,21,1996,100,0.03,3
8,21,1997,100,0.02,2
8,21,1999,100,0.06,6
8,21,2000,100,0.03,3
8,21,2001,100,0.01,1
8,21,2002,100,0.02,2
8,21,2003,100,0.01,1
8,21,2004,100,0,0
8,21,2005,100,0.01,1
8,21,2006,100,0,0
8,21,2007,100,0.01,1
8,21,2008,100,0,0
8,21,2010,100,0.01,1
8,21,2011,100,0,0
9,21,1980,100,0.02,2
9,21,1981,100,0,0
9,21,1982,100,0.03,3
9,21,1983,100,0.04,4
9,21,1984,100,0.01,1
9,21,1985,100,0.01,1
9,21,1986,100,0.01,1
9,21,1987,100,0,0
9,21,1988,100,0.03,3
9,21,1989,100,0.02,2
9,21,1990,100,0.04,4
9,21,1991,100,0,0
9,21,1992,100,0.09,9
9,21,1993,100,0,0
9,21,1994,100,0.04,4
9,21,1995,100,0.01,1
9,21,1996,100,0.16,16
9,21,1997,100,0,0
9,21,1999,100,0,0
9,21,2000,100,0.01,1
9,21,2001,100,0,0
9,21,2002,100,0.01,1
9,21,2003,100,0.01,1
9,21,2004,100,0.01,1
9,21,2005,100,0,0
9,21,2006,100,0,0
9,21,2007,100,0,0
9,21,2008,100,0.12,12
9,21,2010,100,0.3,30
9,21,2011,100,0.34,34
10,21,1980,100,0.19,19
10,21,1981,100,0.17,17
10,21,1982,100,0.18,18
10,21,1983,100,0.14,14
10,21,1984,100,0.07,7
10,21,1985,100,0.09,9
10,21,1986,100,0.16,16
10,21,1987,100,0.23,23
10,21,1988,100,0.22,22
10,21,1989,100,0.3,30
10,21,1990,100,0.21,21
10,21,1991,100,0.37,37
10,21,1992,100,0.28,28
10,21,1993,100,0.11,11
10,21,1994,100,0.14,14
10,21,1995,100,0.14,14
10,21,1996,100,0.11,11
10,21,1997,100,0.13,13
10,21,1999,100,0.12,12
10,21,2000,100,0.12,12
10,21,2001,100,0.15,15
10,21,2002,100,0.22,22
10,21,2003,100,0.28,28
10,21,2004,100,0.21,21
10,21,2005,100,0.32,32
10,21,2006,100,0.28,28
10,21,2007,100,0.14,14
10,21,2008,100,0.17,17
10,21,2010,100,0.08,8
10,21,2011,100,0.23,23
11,21,1980,100,0.41,41
11,21,1981,100,0.68,68
11,21,1982,100,1.54,154
11,21,1983,100,0.12,12
11,21,1984,100,0.04,4
11,21,1985,100,0.02,2
11,21,1986,100,0,0
11,21,1987,100,0.01,1
11,21,1988,100,0.01,1
11,21,1989,100,0,0
11,21,1990,100,0.04,4
11,21,1991,100,0.07,7
11,21,1992,100,0.04,4
11,21,1993,100,0.01,1
11,21,1994,100,0.03,3
11,21,1995,100,0.08,8
11,21,1996,100,0.04,4
11,21,1997,100,0.01,1
11,21,1999,100,0.02,2
11,21,2000,100,0,0
11,21,2001,100,0.01,1
11,21,2002,100,0.07,7
11,21,2003,100,0.05,5
11,21,2004,100,0.14,14
11,21,2005,100,0.3,30
11,21,2006,100,0.25,25
11,21,2007,100,0.23,23
11,21,2008,100,0.35,35
11,21,2010,100,0.27,27
11,21,2011,100,0.44,44
12,21,1980,100,0,0
12,21,1981,100,0.02,2
12,21,1982,100,0.01,1
12,21,1983,100,0.07,7
12,21,1984,100,0.05,5
12,21,1985,100,0.12,12
12,21,1986,100,0.1,10
12,21,1987,100,0.07,7
12,21,1988,100,0.05,5
12,21,1989,100,0.28,28
12,21,1990,100,0.18,18
12,21,1991,100,0.16,16
12,21,1992,100,0.12,12
12,21,1993,100,0.06,6
12,21,1994,100,0.18,18
12,21,1995,100,0.05,5
12,21,1996,100,0.05,5
12,21,1997,100,0.05,5
12,21,1999,100,0.04,4
12,21,2000,100,0.01,1
12,21,2001,100,0.06,6
12,21,2002,100,0.06,6
12,21,2003,100,0.11,11
12,21,2004,100,0.02,2
12,21,2005,100,0.06,6
12,21,2006,100,0.07,7
12,21,2007,100,0.08,8
12,21,2008,100,0.02,2
12,21,2010,100,0,0
12,21,2011,100,0.02,2
13,21,1980,100,0.27,27
13,21,1981,100,0,0
13,21,1982,100,0,0
13,21,1983,100,0.06,6
13,21,1984,100,0.03,3
13,21,1985,100,0.13,13
13,21,1986,100,0.07,7
13,21,1987,100,0.13,13
13,21,1988,100,0.07,7
13,21,1989,100,0.04,4
13,21,1990,100,0.01,1
13,21,1991,100,0.12,12
13,21,1992,100,0.02,2
13,21,1993,100,0.01,1
13,21,1994,100,0.09,9
13,21,1995,100,0.06,6
13,21,1996,100,0.05,5
13,21,1997,100,0,0
13,21,1999,100,0.02,2
13,21,2000,100,0,0
13,21,2001,100,0.01,1
13,21,2002,100,0.02,2
13,21,2003,100,0.02,2
13,21,2004,100,0.01,1
13,21,2005,100,0.02,2
13,21,2006,100,0.01,1
13,21,2007,100,0,0
13,21,2008,100,0.01,1
13,21,2010,100,0.03,3
13,21,2011,100,0,0
14,21,1980,100,0.02,2
14,21,1981,100,0.04,4
14,21,1982,100,0.06,6
14,21,1983,100,0.01,1
14,21,1984,100,0.03,3
14,21,1985,100,0.03,3
14,21,1986,100,0,0
14,21,1987,100,0.06,6
14,21,1988,100,0.06,6
14,21,1989,100,0.15,15
14,21,1990,100,0.21,21
14,21,1991,100,0.02,2
14,21,1992,100,0,0
14,21,1993,100,0.03,3
14,21,1994,100,0.02,2
14,21,1995,100,0.05,5
14,21,1996,100,0.03,3
14,21,1997,100,0.02,2
14,21,1999,100,0.06,6
14,21,2000,100,0.03,3
14,21,2001,100,0.01,1
14,21,2002,100,0.02,2
14,21,2003,100,0.01,1
14,21,2004,100,0,0
14,21,2005,100,0.01,1
14,21,2006,100,0,0
14,21,2007,100,0.01,1
14,21,2008,100,0,0
14,21,2010,100,0.01,1
14,21,2011,100,0,0
15,21,1980,100,0.04,4
15,21,1981,100,0.13,13
15,21,1982,100,0.29,29
15,21,1983,100,0.39,39
15,21,1984,100,0.05,5
15,21,1985,100,0.07,7
15,21,1986,100,1.34,134
15,21,1987,100,0.02,2
15,21,1988,100,0.17,17
15,21,1989,100,0.23,23
15,21,1990,100,0.12,12
15,21,1991,100,0.67,67
15,21,1992,100,0.1,10
15,21,1993,100,0.12,12
15,21,1994,100,0.18,18
15,21,1995,100,0.49,49
15,21,1996,100,0.07,7
15,21,1997,100,0.54,54
15,21,1999,100,0.12,12
15,21,2000,100,0.11,11
15,21,2001,100,0.28,28
15,21,2002,100,0,0
15,21,2003,100,0.54,54
15,21,2004,100,0.66,66
15,21,2005,100,0,0
15,21,2006,100,0.06,6
15,21,2007,100,0.06,6
15,21,2008,100,0.52,52
15,21,2010,100,0.62,62
15,21,2011,100,0.61,61
16,21,1980,200,0,0
16,21,1981,200,0,0
16,21,1982,200,0,0
16,21,1983,200,0.01,2
16,21,1984,200,0,0
16,21,1985,200,0,0
16,21,1986,200,0,0
